accident_year,accident_time,weather,road_status,road_type,accident_classification,accident_nature,accident_reason,city,zone,street,accident_severity,death_count,birth_year_of_accident_perpetr,nationality_group_of_accident,total
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,005,90.0,201.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,892.0,SIMPLE,0,1958,OTHER,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,640.0,SIMPLE,0,1973,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,005,91.0,299.0,SIMPLE,0,1971,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,55.0,180.0,SIMPLE,0,1997,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,39.0,-1.0,LIGHT INJURY,0,1959,ARABI,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,33.0,370.0,,0,0,,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,57.0,23.0,SIMPLE,0,2001,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,56.0,995.0,SIMPLE,0,1987,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,010,54.0,350.0,SIMPLE,0,1982,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,51.0,-1.0,SIMPLE,0,1985,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,56.0,1100.0,SIMPLE,0,1974,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,3.0,820.0,SIMPLE,0,1981,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,60.0,200.0,SIMPLE,0,1959,ARABI,1
2020-01-01,8PM,,,,COUP,INVERSION,,001,12.0,361.0,LIGHT INJURY,0,1991,ASIA,1
2020-01-01,8PM,,,,COLLISION,,OTHER,001,43.0,250.0,LIGHT INJURY,0,1988,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,350.0,SIMPLE,0,1995,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,25.0,851.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,23.0,340.0,SIMPLE,0,1987,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,482.0,SIMPLE,0,1960,QATAR,1
2020-01-01,8PM,,,EXTERNAL,COLLISION,,,005,90.0,820.0,LIGHT INJURY,0,1975,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,892.0,SIMPLE,0,1983,ASIA,2
2020-01-01,8PM,,,,COLLISION,,,001,13.0,975.0,SIMPLE,0,1972,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,34.0,948.0,SIMPLE,0,1978,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,007,80.0,-1.0,SIMPLE,0,1996,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,66.0,180.0,SIMPLE,0,1980,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,280.0,SIMPLE,0,1991,ARABI,2
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,37.0,990.0,SIMPLE,0,1973,QATAR,1
2020-01-01,8PM,,,INTERNAL,,NON COLLISION ACCIDENT (OVERTURN/FALLING),,001,28.0,840.0,,0,0,,1
2020-01-01,8PM,,,,COLLISION,,,001,51.0,687.0,SIMPLE,0,1975,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,34.0,810.0,SIMPLE,0,1987,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,32.0,975.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,550.0,SIMPLE,0,1977,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,52.0,990.0,SIMPLE,0,1993,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,23.0,834.0,SIMPLE,0,1975,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,005,90.0,312.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,576.0,SIMPLE,0,1986,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,005,90.0,635.0,SIMPLE,0,2001,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,54.0,-1.0,SIMPLE,0,1976,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,017,90.0,720.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,364.0,SIMPLE,0,1988,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,25.0,220.0,SIMPLE,0,1947,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,64.0,222.0,SIMPLE,0,1999,NORTH,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,57.0,115.0,LIGHT INJURY,0,1996,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,028,91.0,2000.0,SIMPLE,0,1975,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,56.0,100.0,SIMPLE,0,1976,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,56.0,94.0,SIMPLE,0,1970,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,37.0,232.0,SIMPLE,0,1992,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,45.0,320.0,SIMPLE,0,1977,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,55.0,530.0,LIGHT INJURY,0,1994,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,56.0,150.0,SIMPLE,0,1969,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,54.0,656.0,SIMPLE,0,1985,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,010,80.0,-1.0,SIMPLE,0,1994,QATAR,1
2020-01-01,8PM,,,INTERNAL,RUN OVER,COLLISION WITH PEDESTRIANS,,028,56.0,-1.0,LIGHT INJURY,0,1983,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,648.0,SIMPLE,0,1972,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,029,70.0,1390.0,HEAVY INJURY,0,1965,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,524.0,SIMPLE,0,1989,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,1.0,119.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,61.0,-1.0,SIMPLE,0,1976,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,364.0,SIMPLE,0,1995,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,028,56.0,100.0,SIMPLE,0,1988,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,005,91.0,299.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,028,57.0,10.0,SIMPLE,0,1989,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,43.0,655.0,SIMPLE,0,1999,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,760.0,SIMPLE,0,1979,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,-1.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,51.0,600.0,SIMPLE,0,2000,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,27.0,950.0,SIMPLE,0,1993,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,001,6.0,119.0,SIMPLE,0,1980,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,25.0,980.0,SIMPLE,0,1974,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,42.0,973.0,SIMPLE,0,1961,ARABI,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,53.0,950.0,,0,0,,1
2020-01-01,8PM,,,,COLLISION,,,005,90.0,-1.0,SIMPLE,0,1954,QATAR,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,007,71.0,1020.0,SIMPLE,0,1993,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,009,52.0,-1.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,36.0,970.0,SIMPLE,0,1968,AFRIC,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,12.0,222.0,SIMPLE,0,1960,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,19.0,200.0,SIMPLE,0,1980,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,009,53.0,740.0,SIMPLE,0,0,,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,423.0,SIMPLE,0,1989,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,005,90.0,725.0,SIMPLE,0,1974,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,009,55.0,1085.0,SIMPLE,0,1988,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,33.0,370.0,SIMPLE,0,1970,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,002,74.0,212.0,SIMPLE,0,2001,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,69.0,-1.0,SIMPLE,0,1997,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,005,90.0,201.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,45.0,840.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,,COUP,,OTHER,007,70.0,253.0,HEAVY INJURY,0,1982,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,43.0,773.0,SIMPLE,0,1985,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,51.0,950.0,SIMPLE,0,2000,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,52.0,903.0,LIGHT INJURY,0,1970,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,970.0,SIMPLE,0,1982,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,51.0,1126.0,SIMPLE,0,1969,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,026,70.0,242.0,SIMPLE,0,1986,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,39.0,-1.0,SIMPLE,0,1982,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,40.0,340.0,SIMPLE,0,1983,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,56.0,990.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,002,74.0,820.0,SIMPLE,0,1993,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,31.0,-1.0,SIMPLE,0,1984,AFRIC,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,27.0,310.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,31.0,385.0,SIMPLE,0,1988,AFRIC,1
2020-01-01,8PM,,,,COLLISION,,,001,37.0,232.0,SIMPLE,0,1970,ASIA,1
2020-01-01,8PM,,,EXTERNAL,COLLISION,COLLISION WITH ANIMAL,,015,82.0,358.0,SIMPLE,0,1959,QATAR,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,37.0,-1.0,SIMPLE,0,1986,QATAR,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,69.0,205.0,,0,0,,1
2020-01-01,8PM,,,,COLLISION,,,009,54.0,960.0,SIMPLE,0,1969,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,51.0,660.0,SIMPLE,0,1971,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,995.0,SIMPLE,0,1990,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,34.0,-1.0,SIMPLE,0,1999,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,005,90.0,311.0,SIMPLE,0,1997,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,503.0,SIMPLE,0,1979,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,69.0,100.0,SIMPLE,0,1983,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,38.0,904.0,SIMPLE,0,1998,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,22.0,940.0,SIMPLE,0,1968,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,34.0,813.0,SIMPLE,0,1979,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,027,91.0,953.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,53.0,-1.0,SIMPLE,0,1985,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,432.0,SIMPLE,0,1994,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,183.0,SIMPLE,0,1979,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,029,70.0,-1.0,SIMPLE,0,1971,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,52.0,350.0,SIMPLE,0,1980,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,58.0,-1.0,SIMPLE,0,1993,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,35.0,972.0,SIMPLE,0,1973,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,002,74.0,12.0,SIMPLE,0,1965,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,5.0,214.0,SIMPLE,0,1994,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,27.0,310.0,SIMPLE,0,1989,AFRIC,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,745.0,SIMPLE,0,1997,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,908.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,002,74.0,253.0,SIMPLE,0,1988,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,550.0,SIMPLE,0,2000,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,35.0,-1.0,SIMPLE,0,1992,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,340.0,SIMPLE,0,1998,QATAR,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,45.0,310.0,SIMPLE,0,1993,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,002,74.0,727.0,SIMPLE,0,1974,ASIA,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,20.0,232.0,,0,0,,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,028,57.0,150.0,SIMPLE,0,1985,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,7.0,119.0,SIMPLE,0,1971,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,009,53.0,100.0,SIMPLE,0,1986,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,366.0,SIMPLE,0,1982,EUROP,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,14.0,339.0,SIMPLE,0,1986,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,50.0,270.0,SIMPLE,0,2000,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,31.0,253.0,SIMPLE,0,1979,NORTH,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,892.0,SIMPLE,0,1996,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,34.0,869.0,SIMPLE,0,1987,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,38.0,960.0,SIMPLE,0,1968,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,39.0,340.0,SIMPLE,0,1976,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,009,51.0,-1.0,SIMPLE,0,1995,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,3.0,211.0,SIMPLE,0,1990,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,OTHER,028,57.0,119.0,SIMPLE,0,1985,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,990.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,51.0,-1.0,SIMPLE,0,1963,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,028,57.0,100.0,SIMPLE,0,1985,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,50.0,311.0,SIMPLE,0,1984,ARABI,1
2020-01-01,8PM,,,INTERNAL,,NON COLLISION ACCIDENT (OVERTURN/FALLING),,007,71.0,23.0,,0,0,,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,005,90.0,874.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,56.0,-1.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,38.0,150.0,SIMPLE,0,1978,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,56.0,121.0,SIMPLE,0,1985,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,69.0,327.0,SIMPLE,0,2001,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,39.0,-1.0,SIMPLE,0,1977,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,42.0,815.0,SIMPLE,0,1982,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,91.0,281.0,SIMPLE,0,1978,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,001,42.0,860.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,66.0,231.0,SIMPLE,0,1993,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,989.0,SIMPLE,0,1975,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,69.0,-1.0,LIGHT INJURY,0,2001,GULF,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,21.0,150.0,SIMPLE,0,1962,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,002,74.0,-1.0,SIMPLE,0,1973,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,310.0,SIMPLE,0,1994,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,171.0,SIMPLE,0,1996,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,22.0,910.0,SIMPLE,0,1974,AFRIC,1
2020-01-01,8PM,,,,COLLISION,,,009,54.0,634.0,SIMPLE,0,2002,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,995.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,,RUN OVER,COLLISION WITH PEDESTRIANS,,028,55.0,340.0,LIGHT INJURY,0,1988,ARABI,1
2020-01-01,8PM,,,INTERNAL,,NON COLLISION ACCIDENT (OVERTURN/FALLING),,001,46.0,-1.0,,0,0,,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,100.0,SIMPLE,0,1974,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,45.0,-1.0,SIMPLE,0,1980,AFRIC,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,42.0,310.0,SIMPLE,0,1994,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,008,70.0,3241.0,SIMPLE,0,1983,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,028,57.0,50.0,SIMPLE,0,1980,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,53.0,971.0,SIMPLE,0,1974,AFRIC,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,51.0,470.0,SIMPLE,0,1982,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,14.0,-1.0,SIMPLE,0,1991,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,027,91.0,200.0,SIMPLE,0,1982,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,40.0,870.0,SIMPLE,0,1994,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,53.0,630.0,SIMPLE,0,1999,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,46.0,425.0,SIMPLE,0,1989,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,745.0,SIMPLE,0,1975,AFRIC,1
2020-01-01,8PM,,,,RUN OVER,COLLISION WITH PEDESTRIANS,OTHER,028,57.0,100.0,HEAVY INJURY,0,1986,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,69.0,-1.0,SIMPLE,0,1983,ARABI,1
2020-01-01,8PM,,,,COUP,COLLISION WITH FIXED OBJECT,,001,66.0,100.0,LIGHT INJURY,0,1991,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,029,70.0,666.0,LIGHT INJURY,0,2006,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,028,57.0,49.0,SIMPLE,0,1982,ASIA,2
2020-01-01,8PM,,,INTERNAL,COLLISION,FALL FROM CAR,,024,77.0,253.0,LIGHT INJURY,0,2003,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,53.0,740.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,15.0,910.0,SIMPLE,0,1983,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,7.0,850.0,SIMPLE,0,1961,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,51.0,786.0,SIMPLE,0,1984,ARABI,1
