accident_year,accident_time,weather,road_status,road_type,accident_classification,accident_nature,accident_reason,city,zone,street,accident_severity,death_count,birth_year_of_accident_perpetr,nationality_group_of_accident,total
2020-01-01,8PM,,,INTERNAL,COLLISION,,,002,74.0,-1.0,SIMPLE,0,1992,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,56.0,8.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,005,90.0,620.0,SIMPLE,0,1962,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,58.0,995.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,-1.0,SIMPLE,0,1962,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,39.0,826.0,SIMPLE,0,1977,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,51.0,780.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,37.0,-1.0,SIMPLE,0,2000,QATAR,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,42.0,-1.0,,0,0,,2
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,430.0,SIMPLE,0,1967,ARABI,1
2020-01-01,8PM,,,EXTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,61.0,801.0,SIMPLE,0,1996,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,51.0,750.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,009,51.0,-1.0,SIMPLE,0,1982,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,029,70.0,3220.0,SIMPLE,0,1986,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,008,71.0,860.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,005,90.0,720.0,SIMPLE,0,1993,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,45.0,970.0,SIMPLE,0,1973,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,680.0,SIMPLE,0,1969,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,58.0,819.0,SIMPLE,0,1980,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,52.0,745.0,SIMPLE,0,1982,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,24.0,830.0,SIMPLE,0,1994,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,864.0,SIMPLE,0,1975,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,55.0,340.0,SIMPLE,0,1994,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,480.0,SIMPLE,0,1986,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,44.0,940.0,SIMPLE,0,1987,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,2.0,200.0,SIMPLE,0,1974,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,58.0,570.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,010,80.0,-1.0,SIMPLE,0,1993,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,34.0,832.0,SIMPLE,0,1984,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,027,91.0,200.0,LIGHT INJURY,0,1982,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,66.0,101.0,SIMPLE,0,1980,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,66.0,834.0,SIMPLE,0,2002,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,66.0,-1.0,SIMPLE,0,1987,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,61.0,804.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,56.0,-1.0,SIMPLE,0,1971,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,001,40.0,980.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,23.0,940.0,SIMPLE,0,1974,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,OTHER,001,31.0,-1.0,SIMPLE,0,1998,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,027,91.0,900.0,SIMPLE,0,2001,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,005,91.0,212.0,SIMPLE,0,1986,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,37.0,970.0,SIMPLE,0,1985,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,028,55.0,340.0,SIMPLE,0,1996,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,60.0,200.0,SIMPLE,0,1994,ARABI,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,009,12.0,360.0,,0,0,,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,40.0,250.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,55.0,340.0,SIMPLE,0,1992,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,81.0,33.0,SIMPLE,0,1969,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,53.0,-1.0,SIMPLE,0,1995,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,91.0,281.0,SIMPLE,0,1983,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,53.0,989.0,SIMPLE,0,1999,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,005,90.0,-1.0,SIMPLE,0,1992,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,009,53.0,1370.0,SIMPLE,0,1976,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,46.0,833.0,SIMPLE,0,1985,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,56.0,2000.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,001,15.0,950.0,SIMPLE,0,1995,ASIA,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,66.0,140.0,,0,0,,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,029,70.0,410.0,SIMPLE,0,1986,ASIA,1
2020-01-01,8PM,,,,COLLISION,,OTHER,001,51.0,1696.0,SIMPLE,0,1985,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,56.0,340.0,SIMPLE,0,1998,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,005,90.0,661.0,SIMPLE,0,1995,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,009,53.0,-1.0,SIMPLE,0,1967,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,70.0,444.0,SIMPLE,0,1987,QATAR,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,005,90.0,726.0,,0,0,,1
2020-01-01,8PM,,,,COLLISION,,,001,56.0,340.0,SIMPLE,0,1999,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,002,74.0,12.0,SIMPLE,0,1996,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,51.0,253.0,SIMPLE,0,1989,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,22.0,987.0,SIMPLE,0,1981,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,66.0,100.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,37.0,232.0,SIMPLE,0,1994,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,67.0,839.0,SIMPLE,0,1989,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,60.0,200.0,SIMPLE,0,1994,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,029,70.0,3220.0,SIMPLE,0,1978,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,350.0,SIMPLE,0,1971,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,58.0,436.0,SIMPLE,0,1998,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,56.0,646.0,SIMPLE,0,1977,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,82.0,1800.0,SIMPLE,0,2000,NORTH,1
2020-01-01,8PM,,,,COLLISION,,,001,31.0,876.0,SIMPLE,0,1995,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,851.0,SIMPLE,0,1975,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,009,53.0,373.0,SIMPLE,0,1981,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,24.0,230.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,005,90.0,313.0,,0,0,,1
2020-01-01,8PM,,,,COLLISION,,,021,70.0,-1.0,SIMPLE,0,1982,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,25.0,330.0,SIMPLE,0,1983,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,57.0,100.0,SIMPLE,0,1986,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,48.0,310.0,SIMPLE,0,1991,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,21.0,232.0,SIMPLE,0,2001,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,54.0,-1.0,SIMPLE,0,1990,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,009,71.0,99.0,SIMPLE,0,1976,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,45.0,750.0,SIMPLE,0,1975,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,75.0,SIMPLE,0,2001,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,251.0,LIGHT INJURY,0,1987,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,002,75.0,-1.0,SIMPLE,0,1972,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,61.0,-1.0,SIMPLE,0,1982,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,34.0,986.0,SIMPLE,0,1978,ARABI,1
2020-01-01,8PM,,,INTERNAL,,NON COLLISION ACCIDENT (OVERTURN/FALLING),,001,32.0,861.0,,0,0,,1
2020-01-01,8PM,,,,COLLISION,,,005,90.0,-1.0,SIMPLE,0,1976,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,008,70.0,1102.0,SIMPLE,0,1994,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,007,71.0,436.0,SIMPLE,0,2000,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,27.0,894.0,SIMPLE,0,1993,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,39.0,-1.0,SIMPLE,0,1996,AFRIC,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,371.0,SIMPLE,0,2000,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,002,74.0,212.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,16.0,840.0,SIMPLE,0,1985,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,002,74.0,770.0,SIMPLE,0,1980,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,56.0,300.0,SIMPLE,0,1972,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,71.0,15.0,SIMPLE,0,1993,QATAR,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,005,91.0,-1.0,SIMPLE,0,1980,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,55.0,-1.0,SIMPLE,0,1978,ARABI,2
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,1.0,950.0,SIMPLE,0,1991,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,028,57.0,125.0,SIMPLE,0,1990,AFRIC,1
2020-01-01,8PM,,,,COLLISION,,,001,51.0,253.0,SIMPLE,0,1989,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,38.0,150.0,SIMPLE,0,1986,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,24.0,230.0,SIMPLE,0,1977,ASIA,1
2020-01-01,8PM,,,,COLLISION,INVERSION,OTHER,027,91.0,1550.0,LIGHT INJURY,0,2002,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,005,90.0,-1.0,SIMPLE,0,1967,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,14.0,920.0,SIMPLE,0,1994,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,250.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,340.0,SIMPLE,0,1985,ARABI,2
2020-01-01,8PM,,,,COLLISION,,,001,56.0,310.0,SIMPLE,0,1980,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,002,74.0,211.0,LIGHT INJURY,0,1967,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,005,90.0,676.0,SIMPLE,0,1979,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,473.0,SIMPLE,0,1987,ARABI,2
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,491.0,SIMPLE,0,1992,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,640.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,43.0,716.0,SIMPLE,0,1982,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,42.0,980.0,SIMPLE,0,1981,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,310.0,SIMPLE,0,1991,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,45.0,320.0,SIMPLE,0,1982,AFRIC,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,840.0,SIMPLE,0,1986,ASIA,1
2020-01-01,8PM,,,,COUP,INVERSION,,009,51.0,950.0,SIMPLE,0,1998,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,740.0,SIMPLE,0,1989,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,029,70.0,1707.0,SIMPLE,0,1969,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,24.0,950.0,SIMPLE,0,1969,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,30.0,-1.0,SIMPLE,0,2001,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,008,71.0,-1.0,SIMPLE,0,1993,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,027,91.0,943.0,SIMPLE,0,1998,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,440.0,SIMPLE,0,1962,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,43.0,281.0,SIMPLE,0,1991,ARABI,1
2020-01-01,8PM,,,,COUP,INVERSION,,001,58.0,995.0,LIGHT INJURY,0,1985,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,009,53.0,989.0,SIMPLE,0,0,,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,350.0,SIMPLE,0,1994,ARABI,2
2020-01-01,8PM,,,,COLLISION,,,001,45.0,310.0,SIMPLE,0,1,,1
2020-01-01,8PM,,,,COLLISION,,,001,56.0,633.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,51.0,886.0,SIMPLE,0,1974,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,670.0,SIMPLE,0,1969,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,70.0,235.0,SIMPLE,0,1986,AFRIC,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,363.0,SIMPLE,0,1988,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,553.0,SIMPLE,0,1999,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,-1.0,SIMPLE,0,1973,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,53.0,650.0,SIMPLE,0,1990,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,12.0,-1.0,SIMPLE,0,1994,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,480.0,SIMPLE,0,1999,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,38.0,960.0,SIMPLE,0,1991,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,010,80.0,-1.0,SIMPLE,0,1982,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,40.0,340.0,SIMPLE,0,1995,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,61.0,850.0,SIMPLE,0,1999,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,39.0,251.0,SIMPLE,0,1968,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,007,71.0,504.0,SIMPLE,0,1983,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,837.0,SIMPLE,0,1989,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,40.0,340.0,SIMPLE,0,1990,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,23.0,-1.0,SIMPLE,0,1981,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,42.0,938.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,68.0,991.0,SIMPLE,0,1969,ARABI,1
2020-01-01,8PM,,,INTERNAL,COUP,INVERSION,,004,86.0,-1.0,LIGHT INJURY,0,2002,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,002,74.0,658.0,SIMPLE,0,1982,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,990.0,SIMPLE,0,1989,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,005,90.0,311.0,LIGHT INJURY,0,1966,QATAR,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,3.0,820.0,SIMPLE,0,1992,QATAR,1
2020-01-01,8PM,,,,,,,001,53.0,-1.0,SIMPLE,0,1996,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,009,52.0,350.0,SIMPLE,0,1967,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,027,91.0,922.0,SIMPLE,0,1980,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,6.0,930.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,340.0,SIMPLE,0,1977,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,65.0,222.0,SIMPLE,0,1992,SOUTH,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,363.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,INTERNAL,,NON COLLISION ACCIDENT (OVERTURN/FALLING),,001,55.0,,,0,0,,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,39.0,820.0,SIMPLE,0,1972,ASIA,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,31.0,949.0,,0,0,,2
2020-01-01,8PM,,,,COLLISION,,,001,66.0,223.0,SIMPLE,0,1988,QATAR,2
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,61.0,-1.0,SIMPLE,0,1989,AFRIC,1
2020-01-01,8PM,,,EXTERNAL,COLLISION,,,001,61.0,801.0,SIMPLE,0,1987,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,52.0,252.0,SIMPLE,0,1980,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,010,80.0,907.0,SIMPLE,0,1980,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,280.0,SIMPLE,0,1991,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,53.0,652.0,SIMPLE,0,1980,GULF,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,13.0,339.0,SIMPLE,0,1997,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,007,71.0,-1.0,SIMPLE,0,1963,NORTH,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,51.0,-1.0,SIMPLE,0,1989,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,005,90.0,-1.0,SIMPLE,0,1,,1
2020-01-01,8PM,,,,COLLISION,,,001,7.0,-1.0,SIMPLE,0,1999,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,63.0,872.0,SIMPLE,0,1988,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,18.0,137.0,SIMPLE,0,1978,ASIA,1
2020-01-01,8PM,,,,COUP,INVERSION,,015,83.0,-1.0,LIGHT INJURY,0,1995,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,31.0,-1.0,SIMPLE,0,2001,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,61.0,832.0,SIMPLE,0,1980,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,028,57.0,15.0,SIMPLE,0,1977,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,42.0,932.0,SIMPLE,0,1979,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,120.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,56.0,300.0,SIMPLE,0,1991,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,001,47.0,260.0,SIMPLE,0,1972,ASIA,1
