accident_year,accident_time,weather,road_status,road_type,accident_classification,accident_nature,accident_reason,city,zone,street,accident_severity,death_count,birth_year_of_accident_perpetr,nationality_group_of_accident,total
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,340.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,56.0,340.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,41.0,250.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,020,79.0,-1.0,SIMPLE,0,2002,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,692.0,SIMPLE,0,1994,ARABI,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,62.0,213.0,,0,0,,1
2020-01-01,8PM,,,,COLLISION,,,001,39.0,840.0,SIMPLE,0,1986,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,009,52.0,371.0,SIMPLE,0,1993,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,009,55.0,280.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,028,57.0,100.0,SIMPLE,0,1989,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,412.0,SIMPLE,0,1983,ARABI,1
2020-01-01,8PM,,,INTERNAL,,NON COLLISION ACCIDENT (OVERTURN/FALLING),,001,45.0,840.0,,0,0,,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,55.0,1001.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,OTHER,001,32.0,245.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,56.0,995.0,SIMPLE,0,1982,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,028,56.0,94.0,SIMPLE,0,1991,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,37.0,920.0,SIMPLE,0,1984,AFRIC,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,004,72.0,-1.0,SIMPLE,0,1997,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,53.0,989.0,SIMPLE,0,1983,QATAR,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,56.0,518.0,SIMPLE,0,1978,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,005,90.0,881.0,SIMPLE,0,1988,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,34.0,-1.0,SIMPLE,0,1982,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,009,55.0,-1.0,SIMPLE,0,1995,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,-1.0,SIMPLE,0,1995,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,40.0,-1.0,SIMPLE,0,1954,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,027,91.0,742.0,SIMPLE,0,2000,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,005,90.0,201.0,SIMPLE,0,1995,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,52.0,350.0,SIMPLE,0,1982,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,23.0,340.0,SIMPLE,0,1997,ASIA,1
2020-01-01,8PM,,,INTERNAL,,CLAIM CONVERTED TO ACCIDENT,,001,27.0,-1.0,,0,0,,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,26.0,830.0,SIMPLE,0,1989,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,43.0,875.0,SIMPLE,0,2000,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,30.0,-1.0,SIMPLE,0,1974,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,16.0,918.0,SIMPLE,0,1997,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,69.0,344.0,SIMPLE,0,1979,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,51.0,-1.0,SIMPLE,0,1988,QATAR,2
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,45.0,829.0,SIMPLE,0,1989,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,005,90.0,720.0,SIMPLE,0,1989,ARABI,2
2020-01-01,8PM,,,,COLLISION,,,001,34.0,-1.0,SIMPLE,0,1979,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,005,91.0,-1.0,SIMPLE,0,1965,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,30.0,846.0,SIMPLE,0,1983,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,56.0,340.0,SIMPLE,0,1959,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,60.0,200.0,SIMPLE,0,1997,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,007,71.0,703.0,SIMPLE,0,1992,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,027,91.0,95.0,SIMPLE,0,1987,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,47.0,949.0,LIGHT INJURY,0,1983,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,66.0,223.0,SIMPLE,0,1994,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,22.0,987.0,SIMPLE,0,1990,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,23.0,340.0,SIMPLE,0,1956,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,009,54.0,-1.0,SIMPLE,0,1988,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,30.0,-1.0,SIMPLE,0,1993,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,52.0,656.0,SIMPLE,0,1993,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,56.0,503.0,SIMPLE,0,1987,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,027,91.0,-1.0,SIMPLE,0,1999,QATAR,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH ANIMAL,,010,80.0,373.0,SIMPLE,0,1978,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,5.0,130.0,SIMPLE,0,1990,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,003,92.0,-1.0,SIMPLE,0,1971,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,25.0,320.0,SIMPLE,0,1979,AFRIC,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,480.0,SIMPLE,0,1974,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,009,51.0,-1.0,SIMPLE,0,1986,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,009,53.0,1340.0,SIMPLE,0,1962,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,-1.0,SIMPLE,0,1978,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,268.0,SIMPLE,0,1999,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,002,74.0,796.0,SIMPLE,0,1987,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,028,57.0,33.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,14.0,920.0,SIMPLE,0,1,,1
2020-01-01,8PM,,,,COLLISION,,,007,69.0,-1.0,SIMPLE,0,1988,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,22.0,950.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,25.0,962.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,35.0,873.0,SIMPLE,0,1992,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,19.0,-1.0,SIMPLE,0,1996,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,56.0,340.0,SIMPLE,0,1995,QATAR,1
2020-01-01,8PM,,,INTERNAL,COUP,,,001,30.0,850.0,LIGHT INJURY,0,1999,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,69.0,305.0,SIMPLE,0,2001,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,25.0,230.0,SIMPLE,0,1979,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,25.0,330.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,015,82.0,-1.0,SIMPLE,0,1981,ASIA,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,009,42.0,-1.0,,0,0,,1
2020-01-01,8PM,,,,COLLISION,,,007,71.0,760.0,SIMPLE,0,2001,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,66.0,-1.0,SIMPLE,0,1948,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,51.0,609.0,SIMPLE,0,1984,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,35.0,960.0,SIMPLE,0,2000,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,251.0,SIMPLE,0,1985,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,008,71.0,1850.0,SIMPLE,0,1997,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,005,91.0,-1.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,020,79.0,-1.0,LIGHT INJURY,0,1997,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,170.0,SIMPLE,0,1989,ASIA,1
2020-01-01,8PM,,,EXTERNAL,COLLISION,,,001,52.0,-1.0,SIMPLE,0,1978,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,32.0,950.0,SIMPLE,0,1989,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,44.0,980.0,SIMPLE,0,1977,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,56.0,132.0,SIMPLE,0,1967,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,005,90.0,720.0,SIMPLE,0,1991,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,002,74.0,1850.0,SIMPLE,0,1983,EUROP,1
2020-01-01,8PM,,,EXTERNAL,COLLISION,,,001,33.0,370.0,SIMPLE,0,1992,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,840.0,SIMPLE,0,1999,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,47.0,883.0,SIMPLE,0,1974,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,009,53.0,790.0,SIMPLE,0,1996,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,251.0,SIMPLE,0,1996,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,001,23.0,935.0,SIMPLE,0,1978,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,008,71.0,1850.0,SIMPLE,0,1983,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,027,91.0,299.0,SIMPLE,0,1979,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,009,53.0,790.0,SIMPLE,0,1993,GULF,1
2020-01-01,8PM,,,,COLLISION,,,001,31.0,253.0,SIMPLE,0,2001,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,56.0,340.0,SIMPLE,0,1972,ASIA,2
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,43.0,281.0,,0,0,,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,980.0,SIMPLE,0,1965,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,66.0,-1.0,SIMPLE,0,1982,QATAR,2
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,24.0,-1.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,001,53.0,790.0,SIMPLE,0,1995,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,4.0,-1.0,SIMPLE,0,1980,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,028,57.0,41.0,SIMPLE,0,1949,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,39.0,825.0,SIMPLE,0,1961,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,58.0,435.0,SIMPLE,0,1979,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,745.0,SIMPLE,0,1992,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,005,91.0,-1.0,SIMPLE,0,1980,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,009,52.0,350.0,SIMPLE,0,1978,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,42.0,310.0,SIMPLE,0,1999,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,16.0,210.0,SIMPLE,0,1990,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,-1.0,SIMPLE,0,1994,QATAR,1
2020-01-01,8PM,,,INTERNAL,RUN OVER,COLLISION WITH PEDESTRIANS,,002,74.0,-1.0,LIGHT INJURY,0,1974,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,125.0,SIMPLE,0,1996,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,55.0,185.0,SIMPLE,0,1993,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,51.0,-1.0,SIMPLE,0,1950,GULF,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,31.0,881.0,SIMPLE,0,1995,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,50.0,2000.0,SIMPLE,0,1966,ARABI,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,OTHER,009,52.0,961.0,LIGHT INJURY,0,1983,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,892.0,SIMPLE,0,1972,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,55.0,-1.0,SIMPLE,0,1996,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,56.0,47.0,SIMPLE,0,1974,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,26.0,950.0,SIMPLE,0,1945,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,26.0,890.0,SIMPLE,0,1991,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,002,74.0,672.0,SIMPLE,0,1979,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,27.0,310.0,SIMPLE,0,1980,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,36.0,810.0,SIMPLE,0,1967,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,137.0,SIMPLE,0,1974,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,54.0,927.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,37.0,-1.0,SIMPLE,0,1979,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,028,57.0,125.0,SIMPLE,0,1953,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,91.0,202.0,SIMPLE,0,1993,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,55.0,340.0,SIMPLE,0,1992,ASIA,2
2020-01-01,8PM,,,INTERNAL,COLLISION,,OTHER,009,55.0,280.0,SIMPLE,0,1988,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,67.0,233.0,SIMPLE,0,1955,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH PEDESTRIANS,,001,27.0,950.0,LIGHT INJURY,0,1983,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,46.0,840.0,SIMPLE,0,1979,AUSTR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,350.0,SIMPLE,0,1996,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,37.0,851.0,SIMPLE,0,1965,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,851.0,SIMPLE,0,1988,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,028,55.0,340.0,SIMPLE,0,1987,AFRIC,1
2020-01-01,8PM,,,,COLLISION,,,001,6.0,-1.0,SIMPLE,0,1982,AFRIC,1
2020-01-01,8PM,,,,COLLISION,,,001,19.0,200.0,SIMPLE,0,1992,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,54.0,670.0,SIMPLE,0,1978,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,31.0,-1.0,SIMPLE,0,1991,QATAR,1
2020-01-01,8PM,,,INTERNAL,COUP,,,001,30.0,245.0,LIGHT INJURY,0,1983,ASIA,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,63.0,850.0,,0,0,,1
2020-01-01,8PM,,,EXTERNAL,COLLISION,,,005,90.0,311.0,SIMPLE,0,1994,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,26.0,230.0,SIMPLE,0,1969,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,27.0,895.0,SIMPLE,0,1995,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,855.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,892.0,SIMPLE,0,1993,ASIA,2
2020-01-01,8PM,,,,COLLISION,,,001,53.0,740.0,SIMPLE,0,1964,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,40.0,250.0,SIMPLE,0,1988,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,39.0,251.0,SIMPLE,0,1973,GULF,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,027,91.0,761.0,SIMPLE,0,1989,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,728.0,SIMPLE,0,1986,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,005,90.0,-1.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,30.0,245.0,SIMPLE,0,1996,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,544.0,SIMPLE,0,1974,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,007,30.0,253.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,,COUP,,,001,54.0,792.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,340.0,SIMPLE,0,1996,ASIA,2
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,981.0,SIMPLE,0,1982,AFRIC,1
2020-01-01,8PM,,,,COLLISION,,,001,34.0,362.0,SIMPLE,0,1994,QATAR,2
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,43.0,340.0,SIMPLE,0,1974,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,46.0,853.0,SIMPLE,0,2001,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,23.0,920.0,SIMPLE,0,1985,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,53.0,740.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,020,75.0,253.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,37.0,850.0,SIMPLE,0,1991,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,001,32.0,848.0,SIMPLE,0,1973,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,005,90.0,-1.0,SIMPLE,0,1995,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,7.0,119.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,015,82.0,161.0,SIMPLE,0,1975,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,745.0,SIMPLE,0,1989,ASIA,2
2020-01-01,8PM,,,,COUP,INVERSION,,001,66.0,100.0,LIGHT INJURY,0,1990,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,5.0,214.0,SIMPLE,0,1993,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,028,57.0,37.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,44.0,980.0,SIMPLE,0,1970,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,029,70.0,-1.0,SIMPLE,0,2000,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,34.0,252.0,SIMPLE,0,1972,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,39.0,840.0,SIMPLE,0,1999,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,14.0,832.0,SIMPLE,0,1981,AFRIC,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,015,82.0,340.0,SIMPLE,0,1978,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,028,57.0,33.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,008,70.0,600.0,SIMPLE,0,1984,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,008,71.0,1850.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,55.0,1212.0,SIMPLE,0,1964,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,37.0,150.0,SIMPLE,0,1978,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,340.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,020,79.0,707.0,SIMPLE,0,1986,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,14.0,339.0,SIMPLE,0,2001,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,009,52.0,281.0,SIMPLE,0,1999,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,350.0,SIMPLE,0,1997,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,30.0,-1.0,LIGHT INJURY,0,1998,ARABI,1
